,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,fase_operacao
1452,52837,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SAO BORJA,RS,BRASIL,****,2014-12-18,22:30:00,SIM,SERIPA-5,FINALIZADA,A-204/CENIPA/2014,1.0,2015-11-16,1,1,,2016-07-30,ESPECIALIZADA
1453,52977,ACIDENTE,PERDA DE CONTROLE NO SOLO,SAO BORJA,RS,BRASIL,****,2015-01-19,12:15:00,SIM,SERIPA-5,FINALIZADA,A-008/CENIPA/2015,1.0,2015-10-12,0,1,,2016-07-30,DECOLAGEM
1454,45288,ACIDENTE,PERDA DE CONTROLE EM VOO,SAO BORJA,RS,BRASIL,****,2011-12-20,19:00:00,SIM,SERIPA-5,ATIVA,A-546/CENIPA/2016,,,0,1,,2016-07-30,ESPECIALIZADA
1455,43021,ACIDENTE,FALHA DO MOTOR EM VOO,SAO BORJA,RS,BRASIL,****,2010-10-01,11:30:00,SIM,SERIPA-5,FINALIZADA,A-592/CENIPA/2014,1.0,2014-10-01,0,1,,2016-07-30,OUTRA FASE
1456,38846,ACIDENTE,PERDA DE CONTROLE EM VOO,SAO FRANCISCO DE ASSIS,RS,BRASIL,****,2009-12-29,10:30:00,SIM,SERIPA-5,FINALIZADA,A-002/CENIPA/2011,1.0,2011-06-30,2,1,,2016-07-30,POUSO
1457,40171,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO NACIONAL,TO,BRASIL,****,2010-04-07,18:45:00,SIM,SERIPA-6,FINALIZADA,A-012/CENIPA/2011,1.0,2011-05-18,2,1,,2016-07-30,DECOLAGEM
1458,40793,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,PORTO NACIONAL,TO,BRASIL,SBPN,2010-05-07,16:41:00,SIM,SERIPA-6,FINALIZADA,A-071/CENIPA/2011,1.0,2011-08-29,3,1,1.0,2016-07-30,CORRIDA APÓS POUSO
1459,51656,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARARAPES,SP,BRASIL,SIJG,2014-07-05,14:00:00,SIM,SERIPA-4,FINALIZADA,A-120/CENIPA/2014,1.0,2015-05-15,0,1,,2016-07-30,POUSO
1460,49814,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CONSELHEIRO LAFAIETE,MG,BRASIL,SNKF,2013-09-16,17:02:00,SIM,SERIPA-3,FINALIZADA,IG-166/CENIPA/2013,1.0,2015-02-09,0,1,,2016-07-30,CORRIDA APÓS POUSO
1461,53381,ACIDENTE,FALHA DO MOTOR EM VOO,CONSELHEIRO LAFAIETE,MG,BRASIL,SNKF,2015-06-29,18:00:00,***,SERIPA-3,,,,,0,1,,2016-07-30,CRUZEIRO
1462,34497,ACIDENTE,PANE SECA,PARANAVAI,PR,BRASIL,****,2008-11-02,12:48:00,SIM,SERIPA-5,FINALIZADA,A-045/CENIPA/2009,1.0,2009-09-29,7,1,,2016-07-30,OUTRA FASE
1463,29255,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,GUARATINGUETA,SP,BRASIL,****,2007-05-15,11:38:00,SIM,SERIPA-4,FINALIZADA,A-006/CENIPA/2012,1.0,2012-02-22,3,1,,2016-07-30,CIRCUITO DE TRÁFEGO
1464,53326,INCIDENTE GRAVE,COM HÉLICE,GUARATINGUETA,SP,BRASIL,SBGW,2015-06-10,19:15:00,SIM,SERIPA-4,ATIVA,IG-085/CENIPA/2015,,,0,1,,2016-07-30,PROCEDIMENTO DE APROXIMAÇÃO IFR
1465,53519,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,GUARATINGUETA,SP,BRASIL,SBGW,2015-10-18,15:30:00,***,SERIPA-4,,,,,0,1,,2016-07-30,POUSO
1466,45749,ACIDENTE,COM TREM DE POUSO,GUARATINGUETA,SP,BRASIL,SBGW,2012-04-15,20:45:00,SIM,SERIPA-4,FINALIZADA,A-103/CENIPA/2013,1.0,2014-07-21,0,1,,2016-07-30,POUSO
1467,53236,ACIDENTE,FALHA DO MOTOR EM VOO,QUIRINOPOLIS,GO,BRASIL,SJQN,2015-04-21,19:30:00,***,SERIPA-6,,,,,0,1,,2016-07-30,APROXIMAÇÃO FINAL
1468,51432,ACIDENTE,INDETERMINADA,GUARIBA,SP,BRASIL,****,2014-02-13,17:00:00,SIM,SERIPA-4,ATIVA,A-034/CENIPA/2014,,,0,1,,2016-07-30,INDETERMINADA
1469,53438,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SAO JOSE DOS AUSENTES,RS,BRASIL,****,2015-07-30,15:07:00,SIM,SERIPA-5,ATIVA,A-107/CENIPA/2015,,,0,1,,2016-07-30,RETA FINAL
1470,51015,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,GUARUJA,SP,BRASIL,SBST,2014-01-29,17:00:00,SIM,SERIPA-4,FINALIZADA,IG-019/CENIPA/2014,1.0,2016-04-22,1,1,,2016-07-30,MANOBRA
1471,45820,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,GUARUJA,SP,BRASIL,****,2012-04-26,17:26:00,SIM,SERIPA-4,FINALIZADA,A-507/CENIPA/2015,1.0,2015-09-14,3,1,,2016-07-30,DESCIDA
1472,45331,ACIDENTE,TRÁFEGO AÉREO,GUARULHOS,SP,BRASIL,SBGR,2012-01-06,13:44:00,SIM,CENIPA,ATIVA,A-582/CENIPA/2014,,,0,1,,2016-07-30,DESCIDA
1473,51027,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,GUARULHOS,SP,BRASIL,SBGR,2014-04-09,16:17:00,SIM,CENIPA,FINALIZADA,IG-073/CENIPA/2014,1.0,2015-04-24,3,1,,2016-07-30,APROXIMAÇÃO FINAL
1474,31635,INCIDENTE GRAVE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARULHOS,SP,BRASIL,****,2006-01-08,23:14:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DESCIDA
1475,45153,ACIDENTE,PERDA DE CONTROLE EM VOO,GUARULHOS,SP,BRASIL,****,2011-10-11,13:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,MANOBRA
1476,40047,INCIDENTE GRAVE,TRÁFEGO AÉREO,GUARULHOS,SP,BRASIL,SBGR,2006-02-21,21:14:00,SIM,CENIPA,FINALIZADA,IG-011/CENIPA/2010,1.0,2010-03-29,5,1,,2016-07-30,POUSO
1477,48654,ACIDENTE,POUSO SEM TREM,GUARULHOS,SP,BRASIL,SBGR,2013-05-31,06:10:00,SIM,SERIPA-4,ATIVA,A-105/CENIPA/2013,,,0,1,,2016-07-30,POUSO
1478,48013,ACIDENTE,PERDA DE CONTROLE EM VOO,GUARULHOS,SP,BRASIL,****,2013-05-09,16:40:00,SIM,SERIPA-4,ATIVA,A-095/CENIPA/2013,,,0,1,,2016-07-30,MANOBRA
1479,38578,ACIDENTE,MANOBRAS A BAIXA ALTURA,GUARULHOS,SP,BRASIL,SBGR,2009-09-03,22:00:00,SIM,SERIPA-4,FINALIZADA,A-166/CENIPA/2013,1.0,2013-12-12,3,1,,2016-07-30,APROXIMAÇÃO FINAL
1480,43253,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,GUARULHOS,SP,BRASIL,SBGR,2009-12-01,04:30:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,ESTACIONAMENTO
1481,33275,INCIDENTE GRAVE,ESTOURO DE PNEU,GUARULHOS,SP,BRASIL,SBGR,2008-07-11,18:18:00,SIM,CENIPA,FINALIZADA,IG-013/CENIPA/2014,1.0,2014-02-02,1,1,,2016-07-30,POUSO
1482,34340,ACIDENTE,FALHA DO MOTOR EM VOO,GUARULHOS,SP,BRASIL,****,2008-10-27,18:37:00,SIM,SERIPA-4,FINALIZADA,A-012/CENIPA/2012,1.0,2012-02-22,15,1,,2016-07-30,MANOBRA
1483,46307,ACIDENTE,ESTOURO DE PNEU,GUARULHOS,SP,BRASIL,SBGR,2012-09-13,01:30:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
1484,26559,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,GUARULHOS,SP,BRASIL,SBGR,2006-02-13,01:54:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,INDETERMINADA
1485,46048,ACIDENTE,ESTOURO DE PNEU,GUARULHOS,SP,BRASIL,SBGR,2012-04-24,16:40:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
1486,46073,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,GUARULHOS,SP,BRASIL,****,2012-07-03,02:55:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SUBIDA
1487,40620,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,GUARULHOS,SP,BRASIL,SBGR,2010-05-06,15:50:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
1488,45653,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,GUARULHOS,SP,BRASIL,SBGR,2012-02-24,20:04:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CORRIDA APÓS POUSO
1489,30335,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,RIO VERDE,GO,BRASIL,SWLC,2007-08-21,14:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,INDETERMINADA
1490,53376,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO VERDE,GO,BRASIL,****,2015-07-20,00:15:00,SIM,SERIPA-6,ATIVA,A-103/CENIPA/2015,,,0,1,,2016-07-30,ARREMETIDA NO AR
1491,34956,ACIDENTE,FALHA DO MOTOR EM VOO,RIO VERDE,GO,BRASIL,****,2009-01-10,12:20:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
1492,48656,ACIDENTE,OUTROS TIPOS,RIO VERDE,GO,BRASIL,****,2013-05-03,14:00:00,SIM,SERIPA-6,ATIVA,I-088/CENIPA/2013,,,0,1,,2016-07-30,ESPECIALIZADA
1493,39317,ACIDENTE,POUSO BRUSCO,RIO VERDE,GO,BRASIL,SWLC,2010-02-24,13:00:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,POUSO
1494,31435,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO VERDE,GO,BRASIL,****,2007-12-29,20:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,APROXIMAÇÃO FINAL
1495,44530,ACIDENTE,FALHA DO MOTOR EM VOO,RIO VERDE,GO,BRASIL,****,2011-05-12,19:45:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,DECOLAGEM
1496,49476,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,HERCULANDIA,SP,BRASIL,****,2013-08-06,21:40:00,SIM,SERIPA-4,ATIVA,A-142/CENIPA/2013,,,0,1,,2016-07-30,POUSO
1497,45070,ACIDENTE,FALHA DO MOTOR EM VOO,IARAS,SP,BRASIL,****,2011-09-19,12:30:00,SIM,SERIPA-4,FINALIZADA,A-610/CENIPA/2014,1.0,2015-03-06,1,1,,2016-07-30,ESPECIALIZADA
1498,52532,ACIDENTE,PERDA DE COMPONENTE EM VOO,PINHAO,PR,BRASIL,****,2014-09-21,19:00:00,***,SERIPA-5,,,,,0,1,,2016-07-30,CRUZEIRO
1499,43089,ACIDENTE,PERDA DE CONTROLE NO SOLO,COROMANDEL,MG,BRASIL,SNXT,2010-10-07,14:00:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
1500,46264,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,COROMANDEL,MG,BRASIL,****,2012-08-20,17:40:00,SIM,SERIPA-3,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,CRUZEIRO
1501,53379,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,IBATE,SP,BRASIL,****,2015-07-24,19:15:00,***,SERIPA-4,,,,,0,1,,2016-07-30,DESCIDA
1502,52280,ACIDENTE,FALHA DO MOTOR EM VOO,LENCOIS,BA,BRASIL,****,2014-09-10,16:05:00,***,SERIPA-2,,,,,0,1,,2016-07-30,CIRCUITO DE TRÁFEGO
1503,32355,ACIDENTE,PERDA DE CONTROLE EM VOO,LENCOIS,BA,BRASIL,SBLE,2008-03-31,09:30:00,SIM,SERIPA-2,FINALIZADA,A-057/CENIPA/2009,1.0,2009-09-29,2,1,,2016-07-30,CIRCUITO DE TRÁFEGO
1504,28935,ACIDENTE,PERDA DE CONTROLE NO SOLO,LENCOIS,BA,BRASIL,SBLE,2007-04-11,10:00:00,SIM,SERIPA-2,FINALIZADA,A-005/CENIPA/2012,1.0,2012-02-22,5,1,,2016-07-30,APROXIMAÇÃO FINAL
1505,53202,INCIDENTE GRAVE,OUTROS TIPOS,PIRAI DO SUL,PR,BRASIL,****,2015-04-05,21:00:00,SIM,SERIPA-5,FINALIZADA,IG-053/CENIPA/2015,1.0,2015-11-16,0,1,,2016-07-30,POUSO
1506,50998,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,SANTA RITA DO ARAGUAIA,GO,BRASIL,SIFH,2014-03-28,19:15:00,SIM,SERIPA-6,FINALIZADA,A-065/CENIPA/2014,1.0,2014-10-14,1,1,,2016-07-30,CORRIDA APÓS POUSO
1507,44942,ACIDENTE,OUTROS TIPOS,PIRAQUARA,PR,BRASIL,****,2011-07-20,19:30:00,***,SERIPA-5,,,,,0,1,,2016-07-30,DECOLAGEM
1508,26480,ACIDENTE,FALHA DO MOTOR EM VOO,PIRAQUARA,PR,BRASIL,****,2006-03-15,11:28:00,SIM,SERIPA-5,FINALIZADA,A-033/CENIPA/2010,1.0,2010-05-05,1,1,,2016-07-30,INDETERMINADA
1509,43070,ACIDENTE,POUSO SEM TREM,LUIS EDUARDO MAGALHAES,BA,BRASIL,****,2010-10-05,13:30:00,SIM,SERIPA-2,ATIVA,A DEFINIR,,,0,1,,2016-07-30,POUSO
1510,29216,ACIDENTE,FALHA DO MOTOR EM VOO,LUIS EDUARDO MAGALHAES,BA,BRASIL,****,2007-03-07,20:30:00,SIM,SERIPA-2,FINALIZADA,A-077/CENIPA/2010,1.0,2010-11-12,7,1,,2016-07-30,DESCIDA
1511,46872,ACIDENTE,PERDA DE CONTROLE EM VOO,LUIS EDUARDO MAGALHAES,BA,BRASIL,SSQZ,2013-01-23,13:15:00,SIM,SERIPA-2,FINALIZADA,A-012/CENIPA/2013,1.0,2013-09-16,0,1,1.0,2016-07-30,POUSO
1512,31863,ACIDENTE,MANOBRAS A BAIXA ALTURA,SAO SEPE,RS,BRASIL,****,2008-02-06,20:45:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
1513,46280,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,SAO SEPE,RS,BRASIL,****,2012-08-08,20:00:00,SIM,SERIPA-5,FINALIZADA,IG-132/CENIPA/2013,1.0,2014-08-15,0,1,,2016-07-30,DECOLAGEM
1514,45407,ACIDENTE,PERDA DE CONTROLE NO SOLO,SAO SEPE,RS,BRASIL,****,2012-01-06,16:30:00,SIM,SERIPA-5,FINALIZADA,A-071/CENIPA/2013,1.0,2013-11-27,0,1,,2016-07-30,POUSO
1515,52815,ACIDENTE,PERDA DE CONTROLE EM VOO,MACARANI,BA,BRASIL,****,2014-11-10,17:23:00,SIM,SERIPA-2,ATIVA,A-515/CENIPA/2016,,,0,1,,2016-07-30,CRUZEIRO
1516,28094,ACIDENTE,PERDA DE CONTROLE EM VOO,IBIUNA,SP,BRASIL,****,2006-11-19,17:00:00,SIM,SERIPA-4,FINALIZADA,A-002/CENIPA/2012,1.0,2012-02-22,7,1,,2016-07-30,DECOLAGEM
1517,53270,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SANTO ANTONIO DE GOIAS,GO,BRASIL,****,2015-05-20,14:40:00,SIM,SERIPA-6,ATIVA,IG-077/CENIPA/2015,,,0,1,,2016-07-30,CRUZEIRO
1518,53576,ACIDENTE,PERDA DE CONTROLE EM VOO,SAO VICENTE DO SUL,RS,BRASIL,****,2015-11-29,20:30:00,SIM,SERIPA-5,ATIVA,A-158/CENIPA/2015,,,0,1,,2016-07-30,ESPECIALIZADA
1519,49125,ACIDENTE,PANE SECA,ICEM,SP,BRASIL,****,2013-07-07,15:30:00,SIM,SERIPA-4,FINALIZADA,A-127/CENIPA/2013,1.0,2015-06-15,1,1,,2016-07-30,CRUZEIRO
1520,45902,ACIDENTE,PERDA DE CONTROLE EM VOO,PONTA GROSSA,PR,BRASIL,SSZW,2012-05-28,20:25:00,SIM,SERIPA-5,FINALIZADA,A-118/CENIPA/2013,1.0,2013-11-13,0,1,,2016-07-30,ARREMETIDA NO AR
1521,38635,ACIDENTE,PERDA DE CONTROLE EM VOO,PONTA GROSSA,PR,BRASIL,****,2009-09-23,13:50:00,SIM,SERIPA-5,FINALIZADA,A-047/CENIPA/2011,1.0,2011-08-01,1,1,,2016-07-30,OUTRA FASE
1522,34415,ACIDENTE,PERDA DE CONTROLE EM VOO,PONTA GROSSA,PR,BRASIL,SSZW,2008-11-05,12:35:00,SIM,SERIPA-5,FINALIZADA,A-008/CENIPA/2011,1.0,2011-05-03,3,1,,2016-07-30,CIRCUITO DE TRÁFEGO
1523,41834,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,PONTA GROSSA,PR,BRASIL,SSZW,2010-07-10,20:35:00,SIM,SERIPA-5,FINALIZADA,IG-083/CENIPA/2011,1.0,2011-09-23,5,1,,2016-07-30,CIRCUITO DE TRÁFEGO
1524,53378,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PONTA GROSSA,PR,BRASIL,****,2015-07-25,20:00:00,***,SERIPA-5,,,,,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
1525,44881,ACIDENTE,PERDA DE CONTROLE NO SOLO,PONTA GROSSA,PR,BRASIL,SSZW,2011-07-20,20:00:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
1526,45268,ACIDENTE,PERDA DE CONTROLE NO SOLO,ILHA COMPRIDA,SP,BRASIL,SDBV,2011-11-20,18:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
1527,43705,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SENADOR CANEDO,GO,BRASIL,****,2011-01-14,21:10:00,SIM,SERIPA-6,ATIVA,A-606/CENIPA/2014,,,0,1,,2016-07-30,APROXIMAÇÃO FINAL
1528,33218,ACIDENTE,PERDA DE CONTROLE EM VOO,PRIMEIRO DE MAIO,PR,BRASIL,****,2008-07-09,14:30:00,SIM,SERIPA-5,FINALIZADA,A-074/CENIPA/2009,1.0,2009-12-30,7,1,,2016-07-30,CRUZEIRO
1529,30555,ACIDENTE,PANE SECA,SILVANIA,GO,BRASIL,****,2007-09-17,16:40:00,SIM,SERIPA-6,FINALIZADA,A-068/CENIPA/2009,1.0,2009-12-07,8,1,,2016-07-30,CRUZEIRO
1530,50803,ACIDENTE,PERDA DE CONTROLE NO SOLO,SILVANIA,GO,BRASIL,SWLV,2014-02-07,13:10:00,SIM,SERIPA-6,FINALIZADA,A-027/CENIPA/2014,1.0,2014-09-29,0,1,,2016-07-30,DECOLAGEM
1531,52940,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,QUARTO CENTENARIO,PR,BRASIL,****,2014-01-11,10:40:00,SIM,SERIPA-5,FINALIZADA,A-011/CENIPA/2014,1.0,2014-08-22,0,1,,2016-07-30,ESPECIALIZADA
1532,49878,ACIDENTE,FALHA DO MOTOR EM VOO,QUATRO BARRAS,PR,BRASIL,****,2013-10-11,18:53:00,SIM,SERIPA-5,FINALIZADA,A-180/CENIPA/2013,1.0,2014-08-15,1,1,,2016-07-30,MANOBRA
1533,26720,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,QUATRO BARRAS,PR,BRASIL,****,2006-04-26,13:00:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,INDETERMINADA
1534,45731,ACIDENTE,FALHA DO MOTOR EM VOO,PALMAS,TO,BRASIL,****,2012-03-31,19:21:00,SIM,SERIPA-6,FINALIZADA,A-098/CENIPA/2013,1.0,2014-10-14,0,1,,2016-07-30,SUBIDA
1535,53233,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PALMAS,TO,BRASIL,SBPJ,2015-04-15,19:31:00,SIM,SERIPA-6,FINALIZADA,IG-060/CENIPA/2015,1.0,2016-04-22,0,1,,2016-07-30,CORRIDA APÓS POUSO
1536,41960,ACIDENTE,PERDA DE CONTROLE EM VOO,PALMAS,TO,BRASIL,****,2010-07-20,15:00:00,SIM,SERIPA-6,FINALIZADA,A-581/CENIPA/2014,1.0,2014-09-29,1,1,,2016-07-30,SUBIDA
1537,47901,INCIDENTE GRAVE,COM TREM DE POUSO,PALMAS,TO,BRASIL,SBPJ,2013-04-24,13:52:00,SIM,SERIPA-6,FINALIZADA,IG-080/CENIPA/2013,1.0,2015-02-09,1,1,,2016-07-30,POUSO
1538,50804,ACIDENTE,PERDA DE CONTROLE EM VOO,PALMAS,TO,BRASIL,****,2014-02-09,13:30:00,SIM,SERIPA-6,ATIVA,A-028/CENIPA/2014,,,0,1,,2016-07-30,CRUZEIRO
1539,39487,INCIDENTE GRAVE,POUSO SEM TREM,PALMAS,TO,BRASIL,SBPJ,2010-01-26,16:50:00,SIM,SERIPA-6,FINALIZADA,IG-575/CENIPA/2014,1.0,2014-10-13,0,1,,2016-07-30,POUSO
1540,41850,INCIDENTE GRAVE,COLISÃO COM AERONAVE NO SOLO,PALMAS,TO,BRASIL,SBPJ,2010-07-15,17:00:00,SIM,SERIPA-6,FINALIZADA,I-022/CENIPA/2011,1.0,2011-06-30,1,1,,2016-07-30,PARTIDA DO MOTOR
1541,30417,ACIDENTE,PANE SECA,PALMAS,TO,BRASIL,****,2007-09-02,17:00:00,SIM,SERIPA-6,FINALIZADA,A-007/CENIPA/2012,1.0,2012-02-22,8,1,,2016-07-30,INDETERMINADA
1542,26421,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,QUERENCIA DO NORTE,PR,BRASIL,****,2006-02-18,11:00:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,POUSO
1543,45526,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,QUERENCIA DO NORTE,PR,BRASIL,****,2012-03-02,12:50:00,SIM,SERIPA-5,FINALIZADA,A-547/CENIPA/2015,1.0,2016-03-18,0,1,,2016-07-30,OUTRA FASE
1544,50984,ACIDENTE,PERDA DE CONTROLE EM VOO,QUERENCIA DO NORTE,PR,BRASIL,****,2014-01-14,22:30:00,SIM,SERIPA-5,FINALIZADA,A-014/CENIPA/2014,1.0,2015-07-21,0,1,,2016-07-30,ESPECIALIZADA
1545,39319,ACIDENTE,PANE SECA,IPERO,SP,BRASIL,****,2010-01-27,11:25:00,SIM,SERIPA-4,FINALIZADA,A-017/CENIPA/2011,1.0,2011-06-30,3,1,,2016-07-30,SUBIDA
1546,36777,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,MATA DE SAO JOAO,BA,BRASIL,****,2009-01-07,12:30:00,SIM,SERIPA-2,ATIVA,IG-578/CENIPA/2016,,,0,1,,2016-07-30,DECOLAGEM
1547,31868,ACIDENTE,PERDA DE CONTROLE EM VOO,IPEUNA,SP,BRASIL,SDED,2008-01-26,12:00:00,SIM,SERIPA-4,FINALIZADA,A-080/CENIPA/2012,1.0,2012-08-29,4,1,,2016-07-30,OUTRA FASE
1548,52972,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,TAPES,RS,BRASIL,SSAU,2015-02-07,11:00:00,SIM,SERIPA-5,ATIVA,A-021/CENIPA/2015,,,0,1,,2016-07-30,ESPECIALIZADA
1549,46173,ACIDENTE,FALHA DO MOTOR EM VOO,IPIGUA,SP,BRASIL,****,2012-07-26,16:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
1550,45928,ACIDENTE,FOGO NO SOLO,DELTA,MG,BRASIL,****,2012-05-27,14:00:00,SIM,SERIPA-3,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,POUSO
1551,45285,ACIDENTE,PERDA DE CONTROLE NO SOLO,TRES RANCHOS,GO,BRASIL,****,2011-11-30,13:55:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,ARREMETIDA NO SOLO
1552,29218,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,IPUA,SP,BRASIL,****,2007-04-11,12:30:00,SIM,SERIPA-4,FINALIZADA,A-032/CENIPA/2010,1.0,2010-05-05,1,1,,2016-07-30,CRUZEIRO
1553,53625,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,TRINDADE,GO,BRASIL,****,2015-12-06,14:00:00,SIM,SERIPA-6,ATIVA,A-159/CENIPA/2015,,,0,1,,2016-07-30,DESCIDA
1554,36917,ACIDENTE,FALHA DO MOTOR EM VOO,TRINDADE,GO,BRASIL,****,2009-04-12,15:00:00,SIM,SERIPA-6,FINALIZADA,A-044/CENIPA/2009,1.0,2009-10-16,7,1,,2016-07-30,CRUZEIRO
1555,50807,ACIDENTE,FALHA DO MOTOR EM VOO,TRINDADE,GO,BRASIL,****,2014-02-15,11:30:00,SIM,SERIPA-6,FINALIZADA,A-035/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,CRUZEIRO
1556,46586,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,URUACU,GO,BRASIL,****,2012-11-16,11:50:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,POUSO
1557,43171,INCIDENTE GRAVE,TRÁFEGO AÉREO,DIAMANTINA,MG,BRASIL,****,2010-09-12,18:30:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
1558,60632,INCIDENTE GRAVE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ITABERA,SP,BRASIL,****,2015-12-24,13:20:00,SIM,SERIPA-4,ATIVA,IG-171/CENIPA/2015,,,0,1,,2016-07-30,ESPECIALIZADA
1559,51596,ACIDENTE,PANE SECA,ITAI,SP,BRASIL,****,2014-06-30,21:00:00,SIM,SERIPA-4,FINALIZADA,A-115/CENIPA/2014,1.0,2015-05-15,0,1,,2016-07-30,CRUZEIRO
1560,38643,ACIDENTE,PERDA DE CONTROLE NO SOLO,MORTUGABA,BA,BRASIL,****,2009-09-24,15:30:00,SIM,SERIPA-2,FINALIZADA,A-027/CENIPA/2012,1.0,2012-03-22,4,1,,2016-07-30,POUSO
1561,41482,ACIDENTE,FALHA DO MOTOR EM VOO,TRES FORQUILHAS,RS,BRASIL,****,2010-06-03,16:15:00,***,SERIPA-5,,,,,0,1,,2016-07-30,MANOBRA
