,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,fase_operacao
0,47965,ACIDENTE,FALHA DO MOTOR EM VOO,ARIQUEMES,RO,BRASIL,SJOG,2013-05-05,11:00:00,***,SERIPA-7,,,,,0,1,,2016-07-30,CIRCUITO DE TRÁFEGO
1,50313,INCIDENTE GRAVE,POUSO SEM TREM,CACOAL,RO,BRASIL,SSKW,2013-11-25,12:32:00,SIM,SERIPA-7,FINALIZADA,IG-209/CENIPA/2013,1.0,2014-04-07,0,1,,2016-07-30,POUSO
2,34078,ACIDENTE,PERDA DE CONTROLE NO SOLO,CEREJEIRAS,RO,BRASIL,****,2008-08-07,15:10:00,SIM,SERIPA-7,FINALIZADA,A - 517/CENIPA/2016,1.0,2016-07-07,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
3,44988,ACIDENTE,POUSO LONGO,AMAJARI,RR,BRASIL,****,2011-08-11,17:00:00,SIM,SERIPA-7,FINALIZADA,A-105/CENIPA/2012,1.0,2012-09-20,4,1,,2016-07-30,CORRIDA APÓS POUSO
4,38855,ACIDENTE,PERDA DE CONTROLE EM VOO,ACEGUA,RS,BRASIL,****,2009-12-28,17:30:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
5,46633,ACIDENTE,FALHA DO MOTOR EM VOO,ABADIA DE GOIAS,GO,BRASIL,****,2012-11-15,12:40:00,***,SERIPA-6,,,,,0,1,,2016-07-30,MANOBRA
6,43063,ACIDENTE,PERDA DE CONTROLE EM VOO,ALTO ALEGRE,RR,BRASIL,****,2010-09-21,17:10:00,SIM,SERIPA-7,FINALIZADA,A-044/CENIPA/2012,1.0,2012-06-04,2,1,,2016-07-30,POUSO
7,45280,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ALEGRE,RR,BRASIL,****,2011-11-22,16:40:00,SIM,SERIPA-1,FINALIZADA,A-038/CENIPA/2013,1.0,2013-08-22,2,1,,2016-07-30,CRUZEIRO
8,34515,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ALEGRE,RR,BRASIL,****,2008-11-16,12:25:00,SIM,SERIPA-7,FINALIZADA,A-566/CENIPA/2015,1.0,2016-03-18,3,1,,2016-07-30,CRUZEIRO
9,45940,ACIDENTE,INDETERMINADA,ALTO ALEGRE,RR,BRASIL,****,2010-06-09,13:00:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,INDETERMINADA
10,44316,ACIDENTE,PERDA DE CONTROLE EM VOO,ALTO ALEGRE,RR,BRASIL,****,2011-04-06,20:25:00,SIM,SERIPA-7,FINALIZADA,A-025/CENIPA/2013,1.0,2013-07-30,2,1,,2016-07-30,DESCIDA
11,46201,ACIDENTE,COM TREM DE POUSO,ALTO ALEGRE,RR,BRASIL,****,2012-08-01,16:20:00,SIM,SERIPA-7,FINALIZADA,A-130/CENIPA/2013,1.0,2014-08-15,1,1,,2016-07-30,CORRIDA APÓS POUSO
12,46152,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,ANGRA DOS REIS,RJ,BRASIL,****,2012-07-12,20:15:00,SIM,SERIPA-3,ATIVA,A-521/CENIPA/2016,,,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
13,37797,ACIDENTE,INCURSÃO EM PISTA,ANGRA DOS REIS,RJ,BRASIL,****,2009-06-12,14:50:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,ESTACIONAMENTO
14,26140,ACIDENTE,PERDA DE CONTROLE EM VOO,ANGRA DOS REIS,RJ,BRASIL,****,2006-01-22,20:00:00,SIM,SERIPA-3,FINALIZADA,A-070/CENIPA/2009,1.0,2009-12-30,21,1,,2016-07-30,INDETERMINADA
15,52284,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ANGRA DOS REIS,RJ,BRASIL,SDAG,2014-08-22,14:30:00,***,SERIPA-3,,,,,0,1,,2016-07-30,POUSO
16,46841,ACIDENTE,POUSO BRUSCO,ANGRA DOS REIS,RJ,BRASIL,SDMC,2012-12-27,16:03:00,SIM,SERIPA-3,FINALIZADA,A-161/CENIPA/2013,1.0,2013-10-21,0,1,,2016-07-30,APROXIMAÇÃO FINAL
17,53484,ACIDENTE,FALHA DO MOTOR EM VOO,ANGRA DOS REIS,RJ,BRASIL,****,2015-09-18,13:30:00,***,SERIPA-3,,,,,0,1,,2016-07-30,CRUZEIRO
18,46310,ACIDENTE,OUTROS TIPOS,ANGRA DOS REIS,RJ,BRASIL,****,2012-08-31,18:40:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,OPERAÇÃO DE SOLO
19,43986,INCIDENTE GRAVE,COM ROTOR,ANGRA DOS REIS,RJ,BRASIL,****,2011-02-20,21:20:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PAIRADO
20,38660,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,ANGRA DOS REIS,RJ,BRASIL,SDAG,2009-10-12,16:10:00,SIM,SERIPA-3,FINALIZADA,A-539/CENIPA/2015,0.0,2016-07-07,3,1,1.0,2016-07-30,CORRIDA APÓS POUSO
21,31395,ACIDENTE,OUTROS TIPOS,ANGRA DOS REIS,RJ,BRASIL,****,2008-01-15,11:41:00,SIM,SERIPA-3,REABERTA,A-025/CENIPA/2010,0.0,2010-04-28,9,1,,2016-07-30,POUSO
22,52982,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,BOA VISTA,RR,BRASIL,****,2015-01-29,20:30:00,SIM,SERIPA-7,FINALIZADA,A-014/CENIPA/2015,1.0,2015-05-22,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
23,42723,ACIDENTE,FALHA DO MOTOR EM VOO,BOA VISTA,RR,BRASIL,SBBV,2010-09-01,13:30:00,SIM,SERIPA-7,FINALIZADA,A-134/CENIPA/2011,1.0,2011-12-21,4,1,,2016-07-30,SUBIDA
24,44538,ACIDENTE,COM PÁRA-BRISAS / JANELA / PORTA,BOA VISTA,RR,BRASIL,****,2011-05-23,10:50:00,SIM,SERIPA-1,FINALIZADA,A-044/CENIPA/2013,1.0,2013-08-27,3,1,,2016-07-30,DECOLAGEM
25,53435,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,BOA VISTA,RR,BRASIL,****,2015-08-15,14:00:00,SIM,SERIPA-7,ATIVA,A-113/CENIPA/2015,,,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
26,34077,ACIDENTE,PERDA DE COMPONENTE EM VOO,BOA VISTA,RR,BRASIL,SBBV,2008-08-27,22:20:00,SIM,SERIPA-7,FINALIZADA,A-045/CENIPA/2012,1.0,2012-06-06,2,1,,2016-07-30,POUSO
27,27709,ACIDENTE,COM TREM DE POUSO,BOA VISTA,RR,BRASIL,SBBV,2006-09-22,18:09:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
28,26521,ACIDENTE,INDETERMINADA,BOA VISTA,RR,BRASIL,****,2006-03-21,10:38:00,SIM,SERIPA-7,ATIVA,A-554/CENIPA/2016,,,0,1,,2016-07-30,INDETERMINADA
29,53260,ACIDENTE,FALHA DO MOTOR EM VOO,AFONSO CLAUDIO,ES,BRASIL,****,2015-05-08,11:27:00,***,SERIPA-3,,,,,0,1,,2016-07-30,SUBIDA
30,43458,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,AGUA BRANCA,AL,BRASIL,****,2010-12-11,11:00:00,SIM,SERIPA-2,ATIVA,IG-583/CENIPA/2016,,,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
31,48058,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,BRASILIA,DF,BRASIL,SBBR,2013-04-30,21:00:00,SIM,CENIPA,ATIVA,IG-085/CENIPA/2013,,,0,1,,2016-07-30,DECOLAGEM
32,45400,INCIDENTE GRAVE,FOGO EM VOO,BRASILIA,DF,BRASIL,SBBR,2012-01-21,14:50:00,SIM,CENIPA,ATIVA,IG-544/CENIPA/2015,,,0,1,,2016-07-30,SUBIDA
33,43870,INCIDENTE GRAVE,COM TREM DE POUSO,BRASILIA,DF,BRASIL,SBBR,2011-02-14,14:45:00,SIM,SERIPA-6,FINALIZADA,IG-522/CENIPA/2015,1.0,2015-06-06,0,1,,2016-07-30,CORRIDA APÓS POUSO
34,36495,INCIDENTE GRAVE,OUTROS TIPOS,BRASILIA,DF,BRASIL,****,2008-03-14,16:14:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SUBIDA
35,53493,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,BRASILIA,DF,BRASIL,SBBR,2015-10-05,14:15:00,SIM,CENIPA,ATIVA,IG-133/CENIPA/2015,,,0,1,,2016-07-30,DECOLAGEM
36,27852,ACIDENTE,COM TREM DE POUSO,BRASILIA,DF,BRASIL,SBBR,2006-06-16,13:17:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CORRIDA APÓS POUSO
37,38359,ACIDENTE,FALHA DO MOTOR EM VOO,BRASILIA,DF,BRASIL,****,2009-08-07,20:40:00,SIM,SERIPA-6,FINALIZADA,A - 564/CENIPA/2014,1.0,2016-06-16,2,1,,2016-07-30,DECOLAGEM
38,43461,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,BRASILIA,DF,BRASIL,****,2010-12-08,22:00:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DESCIDA
39,46026,INCIDENTE GRAVE,POUSO ANTES DA PISTA,BRASILIA,DF,BRASIL,SIQE,2012-06-22,12:30:00,SIM,SERIPA-6,FINALIZADA,IG-123/CENIPA/2013,1.0,2015-05-15,1,1,,2016-07-30,POUSO
40,34651,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,BRASILIA,DF,BRASIL,****,2008-12-05,09:55:00,SIM,SERIPA-6,FINALIZADA,IG-078/CENIPA/2011,1.0,2011-09-23,15,1,,2016-07-30,CRUZEIRO
41,50346,ACIDENTE,POUSO SEM TREM,BRASILIA,DF,BRASIL,SIQE,2013-12-10,12:05:00,SIM,SERIPA-6,FINALIZADA,A-217/CENIPA/2013,1.0,2014-06-16,0,1,,2016-07-30,POUSO
42,30181,ACIDENTE,COM LANÇAMENTO DE CARGA,BRASILIA,DF,BRASIL,****,2007-08-09,17:30:00,SIM,SERIPA-6,FINALIZADA,A-041/CENIPA/2013,1.0,2013-08-22,5,1,,2016-07-30,PAIRADO
43,44858,INCIDENTE GRAVE,COM TREM DE POUSO,BRASILIA,DF,BRASIL,SBBR,2011-07-19,20:50:00,SIM,SERIPA-6,FINALIZADA,IG-505/CENIPA/2015,1.0,2015-04-15,0,1,,2016-07-30,CORRIDA APÓS POUSO
44,41917,ACIDENTE,POUSO BRUSCO,BRASILIA,DF,BRASIL,****,2010-07-19,18:30:00,SIM,SERIPA-6,FINALIZADA,A-037/CENIPA/2011,1.0,2011-07-21,1,1,,2016-07-30,POUSO
45,28015,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BRASILIA,DF,BRASIL,****,2006-10-19,20:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
46,33856,INCIDENTE GRAVE,COM TREM DE POUSO,BRASILIA,DF,BRASIL,SBBR,2008-10-10,19:15:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,POUSO
47,26980,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRASILIA,DF,BRASIL,SBBR,2006-04-28,14:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,POUSO
48,50999,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,BRASILIA,DF,BRASIL,SBBR,2014-03-28,20:42:00,SIM,CENIPA,ATIVA,A-066/CENIPA/2014,,,0,1,,2016-07-30,POUSO
49,45128,ACIDENTE,OUTROS TIPOS,BRASILIA,DF,BRASIL,****,2011-08-27,21:00:00,***,SERIPA-6,,,,,0,1,,2016-07-30,POUSO
50,45392,ACIDENTE,PERDA DE CONTROLE EM VOO,BRASILIA,DF,BRASIL,****,2012-01-19,21:30:00,SIM,SERIPA-6,FINALIZADA,A-032/CENIPA/2014,1.0,2014-04-07,2,1,,2016-07-30,DECOLAGEM
51,41179,INCIDENTE GRAVE,COM TREM DE POUSO,BRASILIA,DF,BRASIL,SBBR,2010-05-20,22:20:00,SIM,SERIPA-6,FINALIZADA,IG-010/CENIPA/2013,1.0,2013-09-22,8,1,,2016-07-30,CORRIDA APÓS POUSO
52,46574,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,BRASILIA,DF,BRASIL,SBBR,2012-10-24,22:50:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
53,44843,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRASILIA,DF,BRASIL,****,2011-05-16,12:00:00,***,SERIPA-6,,,,,0,1,,2016-07-30,POUSO
54,51436,ACIDENTE,COLISÃO DE AERONAVES EM VOO,BRASILIA,DF,BRASIL,****,2014-05-19,18:00:00,***,SERIPA-6,,,,,0,2,,2016-07-30,MANOBRA
55,31695,INCIDENTE GRAVE,COM TREM DE POUSO,BRASILIA,DF,BRASIL,SBBR,2008-02-09,09:40:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
56,39385,INCIDENTE GRAVE,POUSO SEM TREM,BRASILIA,DF,BRASIL,SBBR,2010-02-21,17:00:00,SIM,CENIPA,FINALIZADA,IG-052/CENIPA/2011,1.0,2011-08-01,1,1,,2016-07-30,POUSO
57,53203,INCIDENTE GRAVE,POUSO ANTES DA PISTA,BRASILIA,DF,BRASIL,SBBR,2015-04-08,16:04:00,SIM,CENIPA,ATIVA,IG-057/CENIPA/2015,,,0,1,,2016-07-30,POUSO
58,44244,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,BRASILIA,DF,BRASIL,SBBR,2011-03-30,20:25:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
59,52289,INCIDENTE GRAVE,POUSO SEM TREM,BRASILIA,DF,BRASIL,****,2014-08-17,15:05:00,SIM,SERIPA-6,FINALIZADA,IG-138/CENIPA/2014,1.0,2015-11-16,0,1,,2016-07-30,POUSO
60,28093,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,BRASILIA,DF,BRASIL,****,2006-12-10,16:00:00,SIM,SERIPA-6,FINALIZADA,A-075/CENIPA/2009,1.0,2009-12-30,7,1,,2016-07-30,INDETERMINADA
61,35602,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,JI-PARANA,RO,BRASIL,****,2009-01-31,00:15:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
62,50831,ACIDENTE,PERDA DE CONTROLE EM VOO,ACREUNA,GO,BRASIL,****,2012-09-09,20:00:00,SIM,SERIPA-6,FINALIZADA,A-044/CENIPA/2014,1.0,2014-06-03,1,1,,2016-07-30,DECOLAGEM
63,34416,ACIDENTE,OUTROS TIPOS,BUJARI,AC,BRASIL,SBRB,2008-11-01,19:30:00,SIM,SERIPA-7,FINALIZADA,A-056/CENIPA/2010,1.0,2010-07-01,2,1,,2016-07-30,DESCIDA
64,46419,ACIDENTE,DESORIENTAÇÃO ESPACIAL,CANTA,RR,BRASIL,****,2012-09-24,08:00:00,SIM,SERIPA-7,FINALIZADA,A-541/CENIPA/2015,1.0,2015-10-05,0,1,,2016-07-30,DECOLAGEM
65,47154,ACIDENTE,FALHA DO MOTOR EM VOO,PIMENTA BUENO,RO,BRASIL,****,2013-03-11,21:30:00,SIM,SERIPA-7,ATIVA,A-050/CENIPA/2013,,,0,1,,2016-07-30,DESCIDA
66,52838,ACIDENTE,PERDA DE CONTROLE EM VOO,AGUA BOA,MT,BRASIL,****,2014-12-19,16:16:00,SIM,SERIPA-6,ATIVA,A-205/CENIPA/2014,,,0,1,,2016-07-30,ESPECIALIZADA
67,26960,ACIDENTE,FALHA DO MOTOR EM VOO,ANADIA,AL,BRASIL,****,2006-04-23,13:00:00,SIM,SERIPA-2,FINALIZADA,A-076/CENIPA/2009,1.0,2009-12-30,10,1,,2016-07-30,CRUZEIRO
68,47661,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,ATALAIA DO NORTE,AM,BRASIL,****,2013-04-22,19:00:00,SIM,SERIPA-7,FINALIZADA,A-035/CENIPA/2013,1.0,2013-08-14,2,1,,2016-07-30,DECOLAGEM
69,53306,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ATALAIA DO NORTE,AM,BRASIL,****,2015-05-29,23:17:00,SIM,SERIPA-7,ATIVA,A-081/CENIPA/2015,,,0,1,,2016-07-30,CRUZEIRO
70,36097,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,AGUA BRANCA,PI,BRASIL,****,2009-03-20,19:55:00,SIM,SERIPA-1,FINALIZADA,IG-067/CENIPA/2010,1.0,2010-08-18,4,1,,2016-07-30,DESCIDA
71,44464,ACIDENTE,PERDA DE CONTROLE NO SOLO,AGUA CLARA,MS,BRASIL,****,2011-05-01,11:45:00,SIM,SERIPA-5,FINALIZADA,A-090/CENIPA/2011,1.0,2011-09-23,6,1,,2016-07-30,CORRIDA APÓS POUSO
72,46437,ACIDENTE,PERDA DE CONTROLE EM VOO,AGUA CLARA,MS,BRASIL,****,2012-08-25,11:30:00,SIM,SERIPA-4,FINALIZADA,A-034/CENIPA/2013,1.0,2013-12-30,2,1,,2016-07-30,CRUZEIRO
73,45277,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,AGUA CLARA,MS,BRASIL,****,2011-11-27,10:10:00,SIM,SERIPA-4,FINALIZADA,A-534/CENIPA/2015,1.0,2015-07-14,0,1,,2016-07-30,ESPECIALIZADA
74,31869,ACIDENTE,POUSO BRUSCO,CRUZEIRO DO SUL,AC,BRASIL,SBCZ,2008-01-29,03:15:00,SIM,SERIPA-7,FINALIZADA,A-045/CENIPA/2010,1.0,2010-06-10,1,1,,2016-07-30,POUSO
75,39913,INCIDENTE GRAVE,COM PÁRA-BRISAS / JANELA / PORTA,CRUZEIRO DO SUL,AC,BRASIL,SBCZ,2010-03-10,06:17:00,SIM,SERIPA-7,FINALIZADA,IG-131/CENIPA/2011,1.0,2011-12-21,3,1,1.0,2016-07-30,DECOLAGEM
76,34855,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,ADOLFO,SP,BRASIL,****,2008-11-10,17:00:00,SIM,SERIPA-4,FINALIZADA,A-507/CENIPA/2016,1.0,2016-03-18,0,1,,2016-07-30,POUSO
77,45913,ACIDENTE,FALHA DO MOTOR EM VOO,ALCANTARA,MA,BRASIL,****,2012-05-25,20:45:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SUBIDA
78,53545,INCIDENTE GRAVE,ESTOURO DE PNEU,PORTO VELHO,RO,BRASIL,SBPV,2015-10-23,19:56:00,SIM,SERIPA-7,ATIVA,IG-140/CENIPA/2015,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
79,44817,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PORTO VELHO,RO,BRASIL,SWRO,2011-07-12,21:20:00,SIM,SERIPA-7,FINALIZADA,A-019/CENIPA/2014,1.0,2014-06-02,2,1,,2016-07-30,APROXIMAÇÃO FINAL
80,27633,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,SBPV,2006-08-20,12:56:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
81,47102,INCIDENTE GRAVE,POUSO LONGO,PORTO VELHO,RO,BRASIL,SBPV,2013-03-05,12:00:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
82,53578,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,SWRO,2015-11-01,21:30:00,***,SERIPA-7,,,,,0,1,,2016-07-30,DECOLAGEM
83,45822,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,****,2012-05-05,11:15:00,SIM,SERIPA-7,FINALIZADA,A-111/CENIPA/2013,1.0,2014-07-21,0,1,,2016-07-30,SUBIDA
84,28775,ACIDENTE,FALHA DO MOTOR EM VOO,CARACARAI,RR,BRASIL,****,2007-03-31,17:15:00,SIM,SERIPA-1,FINALIZADA,A-054/CENIPA/2013,1.0,2013-09-13,2,1,,2016-07-30,INDETERMINADA
85,53498,ACIDENTE,POUSO LONGO,ALTA FLORESTA,MT,BRASIL,****,2015-09-28,14:40:00,SIM,SERIPA-6,ATIVA,A-130/CENIPA/2015,,,0,1,,2016-07-30,ARREMETIDA NO SOLO
86,48883,INCIDENTE GRAVE,COM TREM DE POUSO,ALTA FLORESTA,MT,BRASIL,SWEN,2013-06-24,16:30:00,SIM,SERIPA-6,FINALIZADA,IG-117/CENIPA/2013,1.0,2016-03-18,0,1,1.0,2016-07-30,POUSO
87,34538,ACIDENTE,PANE SECA,LARANJAL DO JARI,AP,BRASIL,****,2008-12-03,19:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SUBIDA
88,37536,ACIDENTE,FALHA DO MOTOR EM VOO,LARANJAL DO JARI,AP,BRASIL,****,2009-05-16,13:30:00,SIM,SERIPA-1,FINALIZADA,A-080/CENIPA/2011,1.0,2011-09-23,1,1,,2016-07-30,CIRCUITO DE TRÁFEGO
89,26759,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ARAGUAIA,MT,BRASIL,****,2006-05-08,13:10:00,SIM,SERIPA-6,FINALIZADA,A-032/CENIPA/2009,1.0,2009-10-09,7,1,,2016-07-30,INDETERMINADA
90,53628,ACIDENTE,FALHA DO MOTOR EM VOO,AGUAI,SP,BRASIL,****,2015-12-08,12:30:00,SIM,SERIPA-4,ATIVA,A-161/CENIPA/2015,,,0,1,,2016-07-30,DECOLAGEM
91,40412,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,MACAPA,AP,BRASIL,****,2010-04-16,21:55:00,***,SERIPA-1,,,,,0,1,,2016-07-30,POUSO
92,45759,ACIDENTE,INDETERMINADA,MACAPA,AP,BRASIL,****,2012-04-20,08:55:00,SIM,SERIPA-1,ATIVA,A-605/CENIPA/2014,,,0,1,,2016-07-30,INDETERMINADA
93,46309,ACIDENTE,OUTROS TIPOS,MACAPA,AP,BRASIL,****,2012-09-09,21:12:00,SIM,SERIPA-1,FINALIZADA,A DEFINIR,,,0,1,,2016-07-30,INDETERMINADA
94,53579,ACIDENTE,PERDA DE CONTROLE EM VOO,VILHENA,RO,BRASIL,SBVH,2015-10-30,12:30:00,***,SERIPA-7,,,,,0,1,,2016-07-30,DECOLAGEM
95,42071,ACIDENTE,FALHA DO MOTOR EM VOO,AFUA,PA,BRASIL,****,2010-07-24,10:15:00,SIM,SERIPA-1,FINALIZADA,A-084/CENIPA/2011,1.0,2011-09-23,6,1,,2016-07-30,CRUZEIRO
96,45894,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,AFUA,PA,BRASIL,****,2012-05-16,12:10:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,APROXIMAÇÃO FINAL
97,43719,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,****,2010-12-21,13:03:00,SIM,SERIPA-2,FINALIZADA,A-042/CENIPA/2013,1.0,2013-08-22,9,1,,2016-07-30,TÁXI
98,51672,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,SNAU,2014-07-04,18:52:00,***,SERIPA-2,,,,,0,1,,2016-07-30,POUSO
99,53423,ACIDENTE,POUSO BRUSCO,ARACAJU,SE,BRASIL,SNJD,2015-08-01,12:50:00,SIM,SERIPA-2,FINALIZADA,A-108/CENIPA/2015,1.0,2016-06-16,0,1,,2016-07-30,POUSO
100,53257,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,SBAR,2015-05-17,17:40:00,SIM,SERIPA-2,FINALIZADA,A-073/CENIPA/2015,1.0,2015-11-16,1,1,,2016-07-30,POUSO
101,44118,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,SNAU,2011-03-18,20:00:00,SIM,SERIPA-2,ATIVA,A-590/CENIPA/2016,,,0,1,,2016-07-30,TÁXI
102,45912,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,MUCAJAI,RR,BRASIL,SWMV,2012-05-04,19:30:00,SIM,SERIPA-7,FINALIZADA,IG-110/CENIPA/2013,1.0,2014-10-02,0,1,,2016-07-30,DECOLAGEM
103,52275,ACIDENTE,PERDA DE CONTROLE NO SOLO,MUCAJAI,RR,BRASIL,****,2014-08-28,14:40:00,SIM,SERIPA-7,FINALIZADA,A-148/CENIPA/2014,1.0,2015-03-06,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
104,30250,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,JORDAO,AC,BRASIL,****,2007-08-07,20:23:00,SIM,SERIPA-7,FINALIZADA,A-551/CENIPA/2015,1.0,2015-11-16,0,1,,2016-07-30,CORRIDA APÓS POUSO
105,41552,ACIDENTE,OUTROS TIPOS,NOVA MAMORE,RO,BRASIL,****,2010-06-14,14:25:00,SIM,SERIPA-7,FINALIZADA,A-084/CENIPA/2012,1.0,2012-08-29,9,1,,2016-07-30,RETA FINAL
106,52639,ACIDENTE,PERDA DE CONTROLE NO SOLO,MANOEL URBANO,AC,BRASIL,SSPX,2014-10-19,19:05:00,SIM,SERIPA-7,FINALIZADA,A-174/CENIPA/2014,1.0,2015-07-15,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
107,30896,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MANOEL URBANO,AC,BRASIL,****,2007-10-24,19:00:00,SIM,SERIPA-7,FINALIZADA,IG-552/CENIPA/2015,1.0,2016-06-23,0,1,,2016-07-30,CRUZEIRO
108,44078,ACIDENTE,FALHA DO MOTOR EM VOO,MARECHAL THAUMATURGO,AC,BRASIL,****,2011-03-07,17:35:00,SIM,SERIPA-7,FINALIZADA,A-025/CENIPA/2011,1.0,2011-06-30,2,1,,2016-07-30,SUBIDA
109,46583,ACIDENTE,INDETERMINADA,ALMIRANTE TAMANDARE,PR,BRASIL,****,2012-11-06,21:30:00,SIM,SERIPA-5,FINALIZADA,A-526/CENIPA/2015,1.0,2016-06-03,9,1,,2016-07-30,APROXIMAÇÃO FINAL
110,46860,ACIDENTE,FALHA DO MOTOR EM VOO,RIO BRANCO,AC,BRASIL,SBRB,2013-01-11,16:30:00,SIM,SERIPA-7,FINALIZADA,A-004/CENIPA/2013,1.0,2013-07-08,0,1,1.0,2016-07-30,DECOLAGEM
111,43702,ACIDENTE,FALHA DO MOTOR EM VOO,RIO BRANCO,AC,BRASIL,****,2011-01-21,17:35:00,SIM,SERIPA-1,FINALIZADA,A-004/CENIPA/2013,1.0,2013-03-28,8,1,,2016-07-30,APROXIMAÇÃO FINAL
